n,E,Ko,T,K
3,240,1690280103365.52,963,0.16199801382459
7,241,48427802918222900,963,4096.3988869792
6,241,138635407633252000,963,11726.8572039857
5,241,1456292606201780,965,131.11421555139
4,241,1735631498525.1,965,0.15626390015735
3,241,1925541867244.98,964,0.16804334717677
7,242,55168230325883300,964,4249.81614677337
6,242,157931387317924000,964,12166.0483930936
5,242,1658986802611880,966,136.042232125509
4,242,1977205499765.92,966,0.162137184657229
3,242,2193548557502.9,965,0.174348121870856
7,243,62846824631485600,965,4409.83403266518
6,243,179913079392726000,965,12624.1353493961
5,243,1889893006061880,967,141.182746699118
4,243,2252402996619.2,967,0.168263727478766
3,243,2498857779190.97,966,0.180924456988867
7,244,71594164665594000,966,4576.76154353677
6,244,204954294939569000,966,13102.0026512426
5,244,2152937906882920,968,146.545725120447
4,244,2565903877861.85,968,0.174655406070232
3,244,2846661487964.34,967,0.187785076781203
7,245,81559003883169400,967,4750.92313739209
6,245,233480873964044000,967,13600.5791321737
5,245,2452594732096520,970,156.987085038474
4,245,2923039402943.74,970,0.187099576344797
3,245,3242874282218.24,968,0.194943342559887
7,246,92910800000038200,968,4932.65954747098
6,246,265977927045085000,968,14120.8402172292
5,246,2793959315165090,971,163.023191714815
4,246,3329882863064.01,971,0.194293499345778
3,246,3694233984172.32,969,0.202413286351448
7,247,105842596717008000,969,5122.32864346117
6,247,302998084914209000,969,14663.8103883607
5,247,3182836753516540,972,169.323638405199
4,247,3793352860916.22,972,0.20180246676348
3,247,4208416220340.96,970,0.210209646410454
7,248,120574306536963000,970,5320.30634040046
6,248,345170896253040000,970,15230.5657863667
5,248,3625840127502740,973,175.900985006675
4,248,4321330965432.4,973,0.20964144767269
3,248,4794164949894.71,971,0.218347904700702
7,249,137356450501119000,971,5526.98755801685
6,249,393213533524019000,971,15822.236957218
5,249,4130502959563970,974,182.768427775935
4,249,4922795742311.86,974,0.21782616957122
3,249,5461441160621.88,972,0.226844326457479
7,250,156474418440736000,972,5742.78723341617
6,250,447942988892949000,972,16440.011751103
5,250,4705407326030500,975,189.939833301667
4,250,5607975439599.05,975,0.226373158868666
3,250,6221592261148.63,973,0.235716001951027
7,249.709999999987,1.65E+17,973,6.48E+03
6,249.709999999987,96512343814826500,973,3790.00111443904
5,249.709999999987,9223409863547740,953,189.498615456418
4,249.71,5400000000000,953,0.110945142696865
3,211.699999999999,42300000000,974,0.187358035197297
7,249.709999999987,1.88E+17,974,7.63E+03
6,249.709999999987,68742898218637800,974,2786.42986061605
5,249.709999999987,8426930853577480,954,178.949802343241
4,249.71,5400000000000,954,0.11467151557814
3,211.699999999999,42300000000,975,0.192449643571794
7,249.709999999987,2.12E+17,975,8.89E+03
6,249.709999999987,2.58E+17,975,1.08E+04
5,249.709999999987,33809061633104800,955,742.014039538558
4,249.71,5400000000000,955,0.118514848385447
3,211.699999999999,42300000000,953,0.10531411043775
7,249.709999999987,1.86E+17,953,3.82E+03
6,249.709999999987,74518567522699700,953,1531.01353840472
5,249.709999999987,9159931144024310,956,207.758343994312
4,249.71,5400000000000,956,0.12247854704665
3,211.699999999999,42300000000,954,0.108305355569217
7,249.709999999987,3.33E+17,954,7.07E+03
6,249.709999999987,1.18E+18,954,2.50E+04
5,249.709999999987,55786592450753600,957,1307.53554121571
4,249.71,5400000000000,957,0.126566108671833
3,211.699999999999,42300000000,955,0.111375028515514
7,244.857572887623,80059219544751100,955,3237.48744893659
6,230.533960514382,35445093399342900,955,8706.12432465539
5,239.548436327989,1205309095965620,958,104.550405364472
4,249.71,5400000000000,958,0.130781123770624
3,211.699999999999,42300000000,956,0.114525008028689
7,249.709999999987,3.35E+17,956,7.60E+03
6,249.709999999987,1.18E+18,956,2.68E+04
5,249.709999999987,55799101557817200,959,1396.29272912073
4,249.71,5400000000000,959,0.135127278517683
3,211.699999999999,42300000000,957,0.117757213418907
3,240,1690280103365.52,983,0.298113394910297
3,241,1925541867244.98,984,0.309635557931872
3,241,1925541867244.98,985,0.319035755300252
3,242,2193548557502.9,986,0.331449682725316
3,243,2498857779190.97,987,0.344410943875136
3,244,2846661487964.34,988,0.357945674207865
3,245,3242874282218.24,990,0.383450131160509
3,246,3694233984172.32,991,0.398691406837069
3,247,4208416220340.96,992,0.414614830238737
3,248,4794164949894.71,983,0.317699509125573
3,249,5461441160621.88,984,0.330307103512758
3,250,6221592261148.63,985,0.343478753551756
4,240,1523572890642.43,983,0.268711372699919
4,241,1735631498525.1,984,0.279097139642499
4,242,1977205499765.92,985,0.289938705561293
4,243,2252402996619.2,986,0.301257751142923
4,244,2565903877861.85,987,0.313077055899492
4,245,2923039402943.74,988,0.325420556819108
4,246,3329882863064.01,983,0.281846299831489
4,247,3793352860916.22,984,0.29295822763428
4,248,4321330965432.4,985,0.304564917157103
4,249,4922795742311.86,986,0.316690196578907
4,250,5607975439599.05,987,0.329359115006131
6,240,27230294564607500,983,4802.58599796528
6,241,31020345170700000,984,4988.2072405476
6,242,35337914256721800,985,5181.97482155643
6,243,40256424522152900,986,5384.27623245119
6,244,45859518010447800,987,5595.51860362157
6,245,52242478489198000,988,5816.129752628
6,246,59513851804384600,983,5037.34203561471
6,247,67797291763763300,984,5235.94170164254
6,248,77233662939661700,985,5443.3840738241
6,249,87983436150550000,986,5660.09502501114
6,250,100229417357889000,987,5886.52224927267
5,240,2602321708779470,983,458.969467668904
5,241,2964526052408820,984,476.708761235359
5,242,3377143834969020,985,495.22657716719
5,243,3847191854766140,986,514.559946919731
5,244,4382663543708590,987,534.747778784952
5,245,4992664900128820,988,555.830958068822
5,246,5687569341425030,983,481.40443368048
5,247,6479194109879810,984,500.384038217419
5,248,7381001231535350,985,520.208715000403
5,249,8408326445545710,986,540.91916348513
5,250,9578639997077570,987,562.558168518897
7,240,4.65E+16,983,8209.79289052869
7,241,5.30E+16,984,8527.1035973706
7,242,6.04E+16,985,8858.34008322535
7,243,6.88E+16,986,9204.16474635713
7,244,7.84E+16,987,9565.2735568496
7,245,8.93E+16,988,9942.39784852323
7,246,1.02E+17,983,8611.09719819117
7,247,1.16E+17,984,8950.59390411324
7,248,1.32E+17,985,9305.20679663659
7,249,1.50E+17,986,9675.66388519448
7,250,1.71E+17,987,10062.7304815557
7,240,5.31E+16,988,10873.8897462669
6,240,19395336324127000,988,3968.83021657392
5,240,2377600629601980,988,486.523825316252
4,240,1523572890642.43,988,0.311765778354283
3,240,1690280103365.52,986,0.325975888466915
7,241,6.05E+16,983,9447.06519017237
6,241,22094877675624900,983,3448.05756353854
5,241,2708527152849410,983,422.684283323047
4,241,1735631498525.1,983,0.270857227809293
3,241,1925541867244.98,987,0.338639380538566
7,242,6.90E+16,984,9813.41701480441
6,242,25170154894068500,984,3581.77127826475
5,242,3085513709234950,984,439.075739857058
4,242,1977205499765.92,984,0.281360917328227
3,242,2193548557502.9,988,0.351860488779595
7,243,7.86E+16,985,10195.8857109832
6,243,28673464804483400,985,3721.36744428337
5,243,3514971167950530,985,456.188303757435
4,243,2252402996619.2,985,0.29232669439078
3,243,2498857779190.97,990,0.376746003361033
7,244,8.95E+16,986,10595.2394916886
6,244,32664383169437700,986,3867.12644947383
5,244,4004202695500870,986,474.056346709589
4,244,2565903877861.85,986,0.303776584465588
3,244,2846661487964.34,991,0.391624769014938
7,245,1.02E+17,987,11012.2855756687
6,245,37210777808512900,987,4019.34291832044
5,245,4561527950172410,987,492.715985610271
4,245,2923039402943.74,987,0.315733731357416
3,245,3242874282218.24,992,0.407166310477937
7,246,1.16E+17,988,11447.8722728386
6,246,42389962728885700,988,4178.32647305609
5,246,5196424562518620,988,512.205175873275
4,246,3329882863064.01,988,0.328222456997709
3,246,3694233984172.32,983,0.312685527379974
7,247,1.32E+17,983,9908.8488193256
6,247,48290012893663700,983,3616.60266227212
5,247,5919689307817680,983,443.345586956478
4,247,3793352860916.22,983,0.284097046855982
3,247,4208416220340.96,984,0.325013306766474
7,248,1.51E+17,984,10300.7908263615
6,248,55011261986346300,984,3759.65646518589
5,248,6743621711330310,984,460.882009434062
4,248,4321330965432.4,984,0.295334433637031
3,248,4794164949894.71,985,0.337889984007755
7,249,1.72E+17,985,10710.2260834659
6,249,62668008641751900,985,3909.09507988993
5,249,7682233208669970,985,479.201121743819
4,249,4922795742311.86,985,0.307073370171739
3,249,5461441160621.88,986,0.351341994528748
7,250,1.96E+17,986,11137.9988222496
6,250,71390460158820500,986,4065.22664008848
5,250,8751485418174440,986,498.340696826465
4,250,5607975439599.05,986,0.319338061462309
3,250,6221592261148.63,987,0.365397128274052
7,240,6.00E+16,987,11910.6869482194
6,240,7.27E+16,987,14437.3626969169
5,240,9538994400434200,987,1895.01056061524
4,240,1523572890642.43,987,0.302672021434783
3,240,1690280103365.52,988,0.345878753356071
7,241,6.83E+16,988,12374.1758465395
6,241,8.28E+16,988,14999.1738972392
5,241,10866680056683700,988,1968.7524330079
4,241,1735631498525.1,988,0.314450109665716
3,241,1925541867244.98,990,0.370159088533726
7,242,7.78E+16,983,10743.8353407914
6,242,9.43E+16,983,13022.9808108715
5,242,12379159741298700,983,1709.36248436575
4,242,1977205499765.92,983,0.273020219127322
3,242,2193548557502.9,991,0.384683384381748
7,243,8.86E+16,984,11161.8630528739
6,243,1.07E+17,984,13529.68690792
5,243,14102154025077300,984,1775.87140467153
4,243,2252402996619.2,984,0.283643056683362
3,243,2498857779190.97,992,0.39985160273393
7,244,1.01E+17,985,11598.325384196
6,244,1.22E+17,985,14058.7382555235
5,244,16064963398407500,985,1845.31330426656
4,244,2565903877861.85,985,0.294734351138141
3,244,2846661487964.34,983,0.30775067705329
7,245,1.15E+17,986,12054.1028471329
6,245,1.39E+17,986,14611.2021537106
5,245,18300966542645600,986,1917.82827416802
4,245,2923039402943.74,986,0.30631647789802
3,245,3242874282218.24,984,0.319804353136466
7,246,1.31E+17,987,12530.12074331
6,246,1.59E+17,987,15188.200193136
5,246,20848187953433500,987,1993.56353143898
4,246,3329882863064.01,987,0.31841295054493
3,246,3694233984172.32,985,0.332392149768171
7,247,1.49E+17,988,13027.351562164
6,247,1.81E+17,988,15790.9111624604
5,247,23749944568712600,988,2072.67380080365
4,247,3793352860916.22,988,0.331048481788133
3,247,4208416220340.96,986,0.345539684577589
7,248,1.70E+17,983,11269.0066161899
6,248,2.06E+17,983,13659.5593905868
5,248,27055582397702800,983,1792.91812790994
4,248,4321330965432.4,983,0.286365767727112
3,248,4794164949894.71,987,0.35927388304524
7,249,1.94E+17,984,11716.2061254195
6,249,2.35E+17,984,14201.625649292
5,249,30821315677646100,984,1864.06833078037
4,249,4922795742311.86,984,0.29772991322364
3,249,5461441160621.88,988,0.37362304877268
7,250,2.21E+17,985,12183.4130526324
6,250,2.67E+17,985,14767.9436032445
5,250,35111182828641300,985,1938.40174789645
4,250,5607975439599.05,985,0.309602483269568
3,250,6221592261148.63,990,0.400737036872054
7,240,5.25E+16,986,10124.5281635989
6,240,21024901727275000,986,4054.71910059865
5,240,2584411624298220,986,498.411993205989
4,240,1523572890642.43,986,0.293825872813858
3,240,1690280103365.52,991,0.377865032877302
7,241,5.98E+16,987,10517.8452360116
6,241,23951254262515900,987,4212.23658885427
5,241,2944123151466020,987,517.774272895028
4,241,1735631498525.1,987,0.305240402975349
3,241,1925541867244.98,992,0.392668303085345
7,242,6.81E+16,988,10928.4813826598
6,242,27284911396446200,988,4376.69010217424
5,242,3353901154717160,988,537.98913891409
4,242,1977205499765.92,988,0.317157553310475
3,242,2193548557502.9,983,0.30289370928149
7,243,7.76E+16,983,9482.74234375315
6,243,31082563850404300,983,3797.69366887751
5,243,3820714140307560,983,466.818051788481
4,243,2252402996619.2,983,0.275200483499053
3,243,2498857779190.97,984,0.314678882851155
7,244,8.84E+16,984,9852.92780163844
6,244,35408792848060800,984,3945.94729834024
5,244,4352500526562830,984,485.041604426107
4,244,2565903877861.85,984,0.285943706640771
3,244,2846661487964.34,985,0.32698377121759
7,245,1.01E+17,985,10239.4774396801
6,245,40337168355582200,985,4100.7545323536
5,245,4958303641162950,985,504.070735705733
4,245,2923039402943.74,985,0.29716183779199
3,245,3242874282218.24,986,0.339833198072794
7,246,1.15E+17,986,10643.1744983639
6,246,45951500180432600,986,4262.42904678535
5,246,5648425508034170,986,523.94400312311
4,246,3329882863064.01,986,0.308877607525004
3,246,3694233984172.32,987,0.353253249821914
7,247,1.31E+17,987,11064.8421320799
6,247,52347263204461100,987,4431.30050241329
5,247,6434602039081300,987,544.701929062465
4,247,3793352860916.22,987,0.32111490476118
3,247,4208416220340.96,988,0.367271343204261
7,248,1.49E+17,988,11505.3455501271
6,248,59633220988157800,988,4607.71540236451
5,248,7330202609994040,988,566.387106194203
4,248,4321330965432.4,988,0.333898838905443
3,248,4794164949894.71,990,0.39373066996577
7,249,1.70E+17,983,9946.26991402745
6,249,67933275356397300,983,3983.32939060946
5,249,8350457414027580,983,489.63666579925
4,249,4922795742311.86,983,0.288652605979072
3,249,5461441160621.88,991,0.409531168443186
7,250,1.93E+17,984,10342.2638779956
6,250,77388573418909400,984,4141.91893310256
5,250,9512716460035870,984,509.130723960749
4,250,5607975439599.05,984,0.300144822723582
3,250,6221592261148.63,992,0.426043874409957
7,240,9.40E+16,985,17590.4199061675
6,240,3.33E+17,985,62303.6313978065
5,240,15739803688783300,985,2946.57643024912
4,240,1523572890642.43,985,0.285221090307038
3,240,1690280103365.52,983,0.298113394910297
7,241,1.07E+17,986,18272.6136150906
6,241,3.79E+17,986,64719.8980707665
5,241,17930549454273000,986,3060.85089977854
4,241,1735631498525.1,986,0.296282567775886
3,241,1925541867244.98,984,0.309635557931872
7,242,1.22E+17,987,18984.8132861584
6,242,4.32E+17,987,67242.4430710875
5,242,20426214334632700,987,3180.151676883
4,242,1977205499765.92,987,0.307830579010516
3,242,2193548557502.9,985,0.321663392815531
7,243,1.39E+17,988,19728.448761622
6,243,4.92E+17,988,69876.3307670474
5,243,23269238519900800,988,3304.71827486003
4,243,2252402996619.2,988,0.319888308287825
3,243,2498857779190.97,986,0.334220952518268
7,244,1.58E+17,983,17107.9568146015
6,244,5.60E+17,983,60594.7919965689
5,244,26507969241172100,983,2865.75889538317
4,244,2565903877861.85,983,0.277398158862344
3,244,2846661487964.34,987,0.347333509054514
7,245,1.80E+17,984,17778.0244546231
6,245,6.39E+17,984,62968.1092612051
5,245,30197482942554200,984,2978.00212353193
4,245,2923039402943.74,984,0.288263017341328
3,245,3242874282218.24,988,0.361027618564106
7,246,2.05E+17,985,18477.7840237268
6,246,7.27E+17,985,65446.5925772992
5,246,34400521887188000,985,3095.21905548473
4,246,3329882863064.01,985,0.299609317675101
3,246,3694233984172.32,990,0.386846800290109
7,247,2.34E+17,986,19208.6596139666
6,247,8.29E+17,986,68035.2859464657
5,247,39188561124850300,986,3217.64824132182
4,247,3793352860916.22,986,0.311460150903583
3,247,4208416220340.96,991,0.40227240039694
7,248,2.67E+17,987,19972.1480212628
6,248,9.44E+17,987,70739.4908806526
5,248,44643023965519700,987,3345.54040976963
4,248,4321330965432.4,987,0.323839786928614
3,248,4794164949894.71,992,0.418390032853729
7,249,3.04E+17,988,20769.8226517173
6,249,1.08E+18,988,73564.780237946
5,249,50856666628726200,988,3479.15912254868
4,249,4922795742311.86,988,0.336773737853159
3,249,5461441160621.88,983,0.320236570017535
7,250,3.46E+17,983,17944.2138135965
6,250,1.23E+18,983,63556.7365150707
5,250,57935155615421700,983,3005.84055210391
4,250,5607975439599.05,983,0.290957706292283
3,250,6221592261148.63,984,0.33298624902936
7,240,42510917635614700,984,7724.74662177476
6,240,121697001312016000,984,22113.8133931397
5,240,1278363487605240,984,232.294068947731
4,240,1523572890642.43,984,0.276851575891595
3,240,1690280103365.52,985,0.316429582704719
7,241,48427802918222900,985,8023.81965532266
6,241,138635407633252000,985,22969.9767831668
5,241,1456292606201780,985,241.287618545791
4,241,1735631498525.1,985,0.28757022398434
3,241,1925541867244.98,986,0.328701391552365
7,242,55168230325883300,986,8336.03266975183
6,242,157931387317924000,986,23863.7563047545
5,242,1658986802611880,986,250.676305974807
4,242,1977205499765.92,986,0.298759803305288
3,242,2193548557502.9,987,0.341512970009309
7,243,62846824631485600,987,8662.01124815232
6,243,179913079392726000,987,24796.9428292924
5,243,1889893006061880,987,260.478943404104
4,243,2252402996619.2,987,0.310442734481656
3,243,2498857779190.97,988,0.354890039143565
7,244,71594164665594000,988,9002.4127030646
6,244,204954294939569000,988,25771.4180608118
5,244,2152937906882920,988,270.715297152511
4,244,2565903877861.85,988,0.32264257531043
3,244,2846661487964.34,990,0.380083286140005
7,245,81559003883169400,983,7801.80693746459
6,245,233480873964044000,983,22334.4157668639
5,245,2452594732096520,983,234.611381755833
4,245,2923039402943.74,983,0.279613384256583
3,245,3242874282218.24,991,0.395142290967202
7,246,92910800000038200,984,8108.38864969299
6,246,265977927045085000,984,23212.0744275192
5,246,2793959315165090,984,243.830727953901
4,246,3329882863064.01,984,0.290601140143711
3,246,3694233984172.32,992,0.410873691902684
7,247,105842596717008000,985,8428.58825583836
6,247,302998084914209000,985,24128.7173525953
5,247,3182836753516540,985,253.459583504619
4,247,3793352860916.22,985,0.302076955455417
3,247,4208416220340.96,983,0.315182547992887
7,248,120574306536963000,986,8763.06025274499
6,248,345170896253040000,986,25086.2181855644
5,248,3625840127502740,986,263.517630054847
4,248,4321330965432.4,986,0.314064287075357
3,248,4794164949894.71,984,0.327649513903405
7,249,137356450501119000,987,9112.49261198016
6,249,393213533524019000,987,26086.5463987732
5,249,4130502959563970,987,274.025555883757
4,249,4922795742311.86,987,0.326587791606764
3,249,5461441160621.88,985,0.340672908439468
7,250,156474418440736000,988,9477.6085813675
6,250,447942988892949000,988,27131.7724507355
5,250,4705407326030500,988,285.005110077509
4,250,5607975439599.05,988,0.339673389938641
3,250,6221592261148.63,986,0.354279585080736
7,249.709999999987,1.65E+17,983,8.87E+03
6,249.709999999987,96512343814826500,983,5188.2058197742
5,249.709999999987,9223409863547740,983,495.822055923066
4,249.71,5400000000000,983,0.290287338586344
3,211.699999999999,42300000000,987,0.264371144023851
7,249.709999999987,1.88E+17,984,1.04E+04
6,249.709999999987,68742898218637800,984,3811.95269881538
5,249.709999999987,8426930853577480,984,467.292806128967
4,249.71,5400000000000,984,0.299442489435067
3,211.699999999999,42300000000,988,0.271365266504238
7,249.709999999987,2.12E+17,985,1.22E+04
6,249.709999999987,2.58E+17,985,1.47E+04
5,249.709999999987,33809061633104800,985,1933.7963294064
4,249.71,5400000000000,985,0.308866903556797
3,211.699999999999,42300000000,990,0.285868266622947
7,249.709999999987,1.86E+17,986,1.10E+04
6,249.709999999987,74518567522699700,986,4396.15264479109
5,249.709999999987,9159931144024310,986,540.381503074925
4,249.71,5400000000000,986,0.318567909596529
3,211.699999999999,42300000000,991,0.293384771364393
7,249.709999999987,3.33E+17,987,2.03E+04
6,249.709999999987,1.18E+18,987,7.18E+04
5,249.709999999987,55786592450753600,987,3394.23210522571
4,249.71,5400000000000,987,0.328553018977989
3,211.699999999999,42300000000,992,0.301083157055468
7,244.857572887623,80059219544751100,988,9068.84390865497
6,230.533960514382,35445093399342900,988,22961.4917183755
5,239.548436327989,1205309095965620,988,260.578303805451
4,249.71,5400000000000,988,0.338829930026313
3,211.699999999999,42300000000,983,0.238024953266013
7,249.709999999987,3.35E+17,983,1.80E+04
6,249.709999999987,1.18E+18,983,6.34E+04
5,249.709999999987,55799101557817200,983,2999.587534584
4,249.71,5400000000000,983,0.290287338586344
3,211.699999999999,42300000000,984,0.244374073773351
3,240,1690280103365.52,998,0.463520047329772
3,241,1925541867244.98,999,0.481890603623261
3,241,1925541867244.98,1000,0.496078108698272
3,242,2193548557502.9,1001,0.515865439823329
3,243,2498857779190.97,1002,0.536539699991155
3,244,2846661487964.34,1003,0.55814380911688
3,245,3242874282218.24,1004,0.580722893804228
3,246,3694233984172.32,1005,0.604324406597199
3,247,4208416220340.96,998,0.496409478962032
3,248,4794164949894.71,999,0.516519541537858
3,249,5461441160621.88,1000,0.537541678598783
3,250,6221592261148.63,1001,0.559520481615036
4,240,1523572890642.43,998,0.417804467422179
4,241,1735631498525.1,999,0.434363191327792
4,242,1977205499765.92,1000,0.451660779653833
4,243,2252402996619.2,1001,0.469732852359573
4,244,2565903877861.85,1002,0.4886168548462
4,245,2923039402943.74,1003,0.508352156322951
4,246,3329882863064.01,1004,0.528980153706088
4,247,3793352860916.22,1005,0.550544381373779
4,248,4321330965432.4,998,0.451853552042558
4,249,4922795742311.86,999,0.47021533153014
4,250,5607975439599.05,1000,0.489411827281471
6,240,27230294564607500,990,5910.87749784263
6,241,31020345170700000,991,6142.05535986743
6,242,35337914256721800,992,6383.45797261174
6,243,40256424522152900,998,7689.91280114211
6,244,45859518010447800,999,7997.57887386208
6,245,52242478489198000,1000,8319.06969864833
6,246,59513851804384600,1001,8655.05578024784
6,247,67797291763763300,1002,9006.24216831803
6,248,77233662939661700,1003,9373.37032791216
6,249,87983436150550000,1004,9757.22011564232
6,250,100229417357889000,1005,10158.6118677145
5,240,2602321708779470,990,564.885730269135
5,241,2964526052408820,991,586.978740225712
5,242,3377143834969020,992,610.048900491883
5,243,3847191854766140,998,734.903068108683
5,244,4382663543708590,999,764.305838548587
5,245,4992664900128820,1000,795.0298011752
5,246,5687569341425030,1001,827.139034217819
5,247,6479194109879810,1002,860.700917264461
5,248,7381001231535350,1003,895.786310018816
5,249,8408326445545710,1004,932.469741156535
5,250,9578639997077570,1005,970.829607872787
7,240,4.65E+16,990,10104.3646233787
7,241,5.30E+16,991,10499.5522095881
7,242,6.04E+16,992,10912.2185220087
7,243,6.88E+16,998,13145.5410627419
7,244,7.84E+16,999,13671.4816159238
7,245,8.93E+16,1000,14221.0549268064
7,246,1.02E+17,1001,14795.4071914407
7,247,1.16E+17,1002,15395.7436587628
7,248,1.32E+17,1003,16023.3318281003
7,249,1.50E+17,1004,16679.5048273289
7,250,1.71E+17,1005,17365.6649822695
7,240,5.31E+16,990,11535.0462179879
6,240,19395336324127000,990,4210.14384436295
5,240,2377600629601980,990,516.10554660092
4,240,1523572890642.43,1001,0.455639222238757
3,240,1690280103365.52,1002,0.52025443162516
7,241,6.05E+16,991,11986.188594734
6,241,22094877675624900,991,4374.80502252338
5,241,2708527152849410,991,536.290735159792
4,241,1735631498525.1,1002,0.473786159914493
3,241,1925541867244.98,1003,0.541008525696146
7,242,6.90E+16,992,12457.2845185059
6,242,25170154894068500,992,4546.74898929134
5,242,3085513709234950,992,557.368693118954
4,242,1977205499765.92,1003,0.492745500593994
3,242,2193548557502.9,1004,0.562692758853278
7,243,7.86E+16,998,15006.8242161754
6,243,28673464804483400,998,5477.29826159193
5,243,3514971167950530,998,671.441194813361
4,243,2252402996619.2,1004,0.512556514033101
3,243,2498857779190.97,1005,0.585352131871513
7,244,8.95E+16,999,15607.2329321109
6,244,32664383169437700,999,5696.43973807391
5,244,4004202695500870,999,698.304916264135
4,244,2565903877861.85,1005,0.53326048693218
3,244,2846661487964.34,998,0.482037508239333
7,245,1.02E+17,1000,16234.6205786865
6,245,37210777808512900,1000,5925.42817802838
5,245,4561527950172410,1000,726.375739574895
4,245,2923039402943.74,998,0.438771557648572
3,245,3242874282218.24,999,0.501383852602142
7,246,1.16E+17,1001,16890.2956423747
6,246,42389962728885700,1001,6164.74116222642
5,246,5196424562518620,1001,755.712209558836
4,246,3329882863064.01,999,0.4564365053319
3,246,3694233984172.32,1000,0.521601537587596
7,247,1.32E+17,1002,17575.634023858
6,247,48290012893663700,1002,6414.88087676077
5,247,5919689307817680,1002,786.375887302104
4,247,3793352860916.22,1000,0.474898918143439
3,247,4208416220340.96,1001,0.542732908267139
7,248,1.51E+17,1003,18292.0826882719
6,248,55011261986346300,1003,6676.37544533738
5,248,6743621711330310,1003,818.431513484354
4,248,4321330965432.4,1001,0.494197628662702
3,248,4794164949894.71,1002,0.564822495225676
7,249,1.72E+17,1004,19041.1635216757
6,249,62668008641751900,1004,6949.78033683817
5,249,7682233208669970,1004,851.947180926526
4,249,4922795742311.86,1002,0.514373477243349
3,249,5461441160621.88,1003,0.587917133089548
7,250,1.96E+17,1005,19824.4774058431
6,250,71390460158820500,1005,7235.67985256689
5,250,8751485418174440,1005,886.994516906668
4,250,5607975439599.05,1003,0.535469421076554
3,250,6221592261148.63,1004,0.612066085760862
7,240,6.00E+16,990,13014.4970344091
6,240,7.27E+16,990,15775.3297371151
5,240,9538994400434200,990,2070.62862356466
4,240,1523572890642.43,1004,0.496642791297862
3,240,1690280103365.52,1005,0.566975476327074
7,241,6.83E+16,991,13523.5015943651
6,241,8.28E+16,991,16392.312072258
5,241,10866680056683700,991,2151.61211517275
4,241,1735631498525.1,1005,0.516519206341847
3,241,1925541867244.98,998,0.46808163259783
7,242,7.78E+16,992,14055.0188841086
6,242,9.43E+16,992,17036.5828792291
5,242,12379159741298700,992,2236.17742039759
4,242,1977205499765.92,998,0.426068311139936
3,242,2193548557502.9,999,0.486691688182223
7,243,8.86E+16,998,16931.5549817868
6,243,1.07E+17,998,20523.3334867718
5,243,14102154025077300,998,2693.83920823478
4,243,2252402996619.2,999,0.443061443193807
3,243,2498857779190.97,1000,0.506134081961697
7,244,1.01E+17,999,17608.9703388914
6,244,1.22E+17,999,21344.4524742406
5,244,16064963398407500,999,2801.61714423603
4,244,2565903877861.85,1000,0.460816371575144
3,244,2846661487964.34,1001,0.526449020893517
7,245,1.15E+17,1000,18316.8248642639
6,245,1.39E+17,1000,22202.4678484911
5,245,18300966542645600,1000,2914.23800370382
4,245,2923039402943.74,1001,0.479369969600809
3,245,3242874282218.24,1002,0.5476787761047
7,246,1.31E+17,1001,19056.5948669709
6,246,1.59E+17,1001,23099.1690956829
5,246,20848187953433500,1001,3031.93666992268
4,246,3329882863064.01,1002,0.49876100696874
3,246,3694233984172.32,1003,0.569867794301152
7,247,1.49E+17,1002,19829.8327166357
6,247,1.81E+17,1002,24036.4378976528
5,247,23749944568712600,1002,3154.96012754127
4,247,3793352860916.22,1003,0.519030252275594
3,247,4208416220340.96,1004,0.593062815452582
7,248,1.70E+17,1003,20638.1709618505
6,248,2.06E+17,1003,25016.2531239862
5,248,27055582397702800,1003,3283.56811781846
4,248,4321330965432.4,1004,0.540220581317797
3,248,4794164949894.71,1005,0.617312997120024
7,249,1.94E+17,1004,21483.3266812672
6,249,2.35E+17,1004,26040.696106128
5,249,30821315677646100,1004,3418.03383088955
4,249,4922795742311.86,1005,0.562377091514627
3,249,5461441160621.88,998,0.506228067976805
7,250,2.21E+17,1005,22367.1060810073
6,250,2.67E+17,1005,27111.956210065
5,250,35111182828641300,1005,3558.64463722193
4,250,5607975439599.05,998,0.460790859870862
3,250,6221592261148.63,999,0.526862998708529
7,240,5.25E+16,990,11395.8733455954
6,240,21024901727275000,990,4563.87345422364
5,240,2584411624298220,990,560.997989903583
4,240,1523572890642.43,999,0.430078313526295
3,240,1690280103365.52,1000,0.491125294814124
7,241,5.98E+16,991,11841.5725902341
6,241,23951254262515900,991,4742.36920347311
5,241,2944123151466020,991,582.938948069855
4,241,1735631498525.1,1000,0.447151425700959
3,241,1925541867244.98,1001,0.510653707151526
7,242,6.81E+16,992,12306.9846379603
6,242,27284911396446200,992,4928.75962968073
5,242,3353901154717160,992,605.850331456916
4,242,1977205499765.92,1001,0.464987192222893
3,242,2193548557502.9,1002,0.531055410028767
7,243,7.76E+16,998,14825.7635778229
6,243,31082563850404300,998,5937.49217628626
5,243,3820714140307560,998,729.845209201021
4,243,2252402996619.2,1002,0.483622412659479
3,243,2498857779190.97,1003,0.552372578895736
7,244,8.84E+16,999,15418.9282304034
6,244,35408792848060800,999,6175.04557213388
5,244,4352500526562830,999,759.045619532724
4,244,2565903877861.85,1003,0.503095773864464
3,244,2846661487964.34,1004,0.574649553790114
